,symbol,sm_name,desc,an_dt,t_date,open,adj_close,intraday_return
2918,KKCL,Kewal Kiran Clothing Limited,Record Date,2021-10-28 18:38:15,2021-10-29 18:38:15,248.4,225.75,-9.118357487922706
2919,LAURUSLABS,Laurus Labs Limited,Record Date,2021-10-28 15:26:49,2021-10-29 15:26:49,502.9,509.98,1.4078345595545916
2921,RELIANCE,Reliance Industries Limited,Record Date,2021-10-27 22:52:11,2021-10-28 22:52:11,2620.0,2581.68,-1.4625954198473345
2922,HAPPSTMNDS,Happiest Minds Technologies Limited,Record Date,2021-10-27 22:48:20,2021-10-28 22:48:20,1350.0,1279.0,-5.2592592592592595
2923,SHRIRAMCIT,Shriram City Union Finance Limited,Record Date,2021-10-27 22:33:34,2021-10-28 22:33:34,0.0,0.0,0.0
2924,RSYSTEMS,R Systems International Limited,Record Date,2021-10-27 20:15:23,2021-10-28 20:15:23,224.0,208.28,-7.017857142857143
2925,DEEPINDS,Deep Industries Limited,Record Date,2021-10-27 19:04:07,2021-10-28 19:04:07,69.0,64.73,-6.188405797101444
2926,TRIVENI,Triveni Engineering & Industries Limited,Record Date,2021-10-27 19:01:59,2021-10-28 19:01:59,201.0,183.1,-8.905472636815922
2927,360ONE,360 ONE WAM LIMITED,Record Date,2021-10-27 18:32:14,2021-10-28 18:32:14,412.25,381.9,-7.362037598544578
2928,DALBHARAT,Dalmia Bharat Limited,Record Date,2021-10-27 17:43:40,2021-10-28 17:43:40,1930.0,1966.96,1.9150259067357531
2929,SHAREINDIA,Share India Securities Limited,Record Date,2021-10-27 17:23:03,2021-10-28 17:23:03,829.0,776.59,-6.322074788902287
2930,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Record Date,2021-10-27 17:17:27,2021-10-28 17:17:27,1056.75,1027.61,-2.7575112372841355
2931,TRITURBINE,Triveni Turbine Limited,Record Date,2021-10-26 19:53:02,2021-10-27 19:53:02,175.5,168.63,-3.914529914529917
2932,NACLIND,NACL Industries Limited,Record Date,2021-10-26 19:15:21,2021-10-27 19:15:21,71.85,72.5,0.9046624913013301
2933,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,Record Date,2021-10-26 18:37:41,2021-10-27 18:37:41,61.8,63.96,3.495145631067967
2934,SUPPETRO,Supreme Petrochem Limited,Record Date,2021-10-26 17:32:54,2021-10-27 17:32:54,0.0,0.0,0.0
2935,VIKASLIFE,Vikas Lifecare Limited,Record Date,2021-10-26 16:53:27,2021-10-27 16:53:27,3.65,3.69,1.0958904109589052
2936,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Record Date,2021-10-26 16:50:29,2021-10-27 16:50:29,826.0,778.22,-5.784503631961256
2937,NAM-INDIA,Nippon Life India Asset Management Limited,Record Date,2021-10-26 16:20:56,2021-10-27 16:20:56,437.95,384.59,-12.184039273889718
2939,KPIGREEN,KPI Green Energy Limited,Record Date,2021-10-25 20:12:16,2021-10-26 20:12:16,68.47,73.54,7.404702789542877
2940,KANSAINER,Kansai Nerolac Paints Limited,Record Date,2021-10-25 16:10:08,2021-10-26 16:10:08,348.67,372.47,6.825938566552903
2941,TECHM,Tech Mahindra Limited,Record Date,2021-10-25 16:06:24,2021-10-26 16:06:24,1571.9,1408.56,-10.3912462624849
2944,COFORGE,Coforge Limited,Record Date,2021-10-25 08:03:09,2021-10-25 08:03:09,5310.0,4893.69,-7.8401129943502905
2945,VTL,Vardhman Textiles Limited,Record Date,2021-10-23 17:24:20,2021-10-24 17:24:20,362.2,350.56,-3.2136940916620613
2946,ALLSEC,Allsec Technologies Limited,Record Date,2021-10-22 18:08:48,2021-10-23 18:08:48,468.9,407.52,-13.09021113243762
2947,FEDDERELEC,Fedders Electric and Engineering Limited,Record Date,2021-10-22 17:39:48,2021-10-23 17:39:48,0.0,0.0,0.0
2951,CONCOR,Container Corporation of India Limited,Record Date,2021-10-21 17:37:28,2021-10-22 17:37:28,680.55,653.09,-4.034971714054797
2952,SHRIRAMFIN,Shriram Finance Limited,Record Date,2021-10-21 15:53:25,2021-10-22 15:53:25,1499.0,1416.41,-5.509673115410268
2955,ICICIGI,ICICI Lombard General Insurance Company Limited,Record Date,2021-10-20 21:52:21,2021-10-21 21:52:21,1518.0,1476.96,-2.703557312252962
2956,ANGELONE,Angel One Limited,Record Date,2021-10-20 18:32:33,2021-10-21 18:32:33,1430.0,1236.97,-13.498601398601396
2957,PAGEIND,Page Industries Limited,Record Date,2021-10-20 18:23:58,2021-10-21 18:23:58,37690.0,36843.03,-2.2472008490315765
2958,BHARATGEAR,Bharat Gears Limited,Record Date,2021-10-20 17:30:12,2021-10-21 17:30:12,115.04,112.09,-2.5643254520166923
2959,LUXIND,Lux Industries Limited,Record Date,2021-10-20 16:02:41,2021-10-21 16:02:41,3502.1,3460.98,-1.17415265126638
2962,NAVINFLUOR,Navin Fluorine International Limited,Record Date,2021-10-19 18:35:17,2021-10-20 18:35:17,3690.0,3479.57,-5.702710027100267
2963,VARDHACRLC,Vardhman Acrylics Limited,Record Date,2021-10-19 17:02:42,2021-10-20 17:02:42,66.9,43.41,-35.112107623318394
2964,SYMPHONY,Symphony Limited,Record Date,2021-10-19 16:43:22,2021-10-20 16:43:22,1070.0,1054.17,-1.4794392523364417
2965,MOKSH,Moksh Ornaments Limited,Record Date,2021-10-19 16:01:10,2021-10-20 16:01:10,35.4,35.1,-0.847457627118636
2966,SONATSOFTW,Sonata Software Limited,Record Date,2021-10-19 15:36:27,2021-10-20 15:36:27,378.38,307.21,-18.809133675141396
2968,KSOLVES,Ksolves India Limited,Record Date,2021-10-18 19:00:31,2021-10-19 19:00:31,355.05,318.73,-10.229545134488097
2969,NDLVENTURE,NDL Ventures Limited,Record Date,2021-10-18 18:31:57,2021-10-19 18:31:57,0.0,0.0,0.0
2970,GMMPFAUDLR,GMM Pfaudler Limited,Record Date,2021-10-18 17:57:40,2021-10-19 17:57:40,1552.35,1648.29,6.180307276065324
2971,EMAMILTD,Emami Limited,Record Date,2021-10-18 17:43:58,2021-10-19 17:43:58,544.65,521.56,-4.239419810887732
2972,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Record Date,2021-10-18 15:33:19,2021-10-19 15:33:19,86.0,74.97,-12.825581395348838
2975,SUPREMEIND,Supreme Industries Limited,Record Date,2021-10-14 18:59:41,2021-10-15 18:59:41,2635.0,2508.51,-4.800379506641358
2976,HCLTECH,HCL Technologies Limited,Record Date,2021-10-14 18:47:07,2021-10-15 18:47:07,1240.0,1090.24,-12.07741935483871
2977,GPIL,Godawari Power And Ispat limited,Record Date,2021-10-14 17:45:52,2021-10-15 17:45:52,356.12,343.82,-3.453891946534879
2978,GPIL,Godawari Power And Ispat limited,Record Date,2021-10-14 17:44:17,2021-10-15 17:44:17,356.12,343.82,-3.453891946534879
2979,VAIBHAVGBL,Vaibhav Global Limited,Record Date,2021-10-14 15:54:31,2021-10-15 15:54:31,724.0,701.45,-3.114640883977894
2980,CYIENT,Cyient Limited,Record Date,2021-10-14 15:42:57,2021-10-15 15:42:57,1205.0,1122.71,-6.829045643153524
2982,MARICO,Marico Limited,Record Date,2021-10-13 19:44:54,2021-10-14 19:44:54,588.35,560.72,-4.696184244072405
2983,GOLDIAM,Goldiam International Limited,Record Date,2021-10-13 19:31:12,2021-10-14 19:31:12,189.2,186.44,-1.458773784355175
2984,RAJRAYON,Raj Rayon Industries Limited,Record Date,2021-10-13 18:19:53,2021-10-14 18:19:53,0.0,0.0,0.0
2985,INFY,Infosys Limited,Record Date,2021-10-13 16:05:02,2021-10-14 16:05:02,1754.0,1600.07,-8.775940706955534
2986,MINDTREE,MindTree Limited,Record Date,2021-10-13 15:59:54,2021-10-14 15:59:54,0.0,0.0,0.0
2990,BEPL,Bhansali Engineering Polymers Limited,Record Date,2021-10-12 21:17:46,2021-10-13 21:17:46,147.33,114.52,-22.269734609380315
2991,DCMSHRIRAM,DCM Shriram Limited,Record Date,2021-10-12 16:13:40,2021-10-13 16:13:40,1239.4,1175.99,-5.116185250927875
2994,TCIEXP,TCI Express Limited,Record Date,2021-10-11 17:50:46,2021-10-12 17:50:46,1604.0,1536.67,-4.197630922693262
2995,SASKEN,Sasken Technologies Limited,Record Date,2021-10-11 17:38:52,2021-10-12 17:38:52,1345.6,1260.13,-6.351813317479177
2999,TEXRAIL,Texmaco Rail & Engineering Limited,Record Date,2021-10-09 17:22:05,2021-10-10 17:22:05,33.01,32.04,-2.9385034837927866
3000,STYRENIX,Styrenix Performance Materials Limited,Record Date,2021-10-08 18:12:49,2021-10-09 18:12:49,1550.0,1075.46,-30.615483870967743
3001,DEVIT,Dev Information Technology Limited,Record Date,2021-10-08 15:58:59,2021-10-09 15:58:59,35.35,34.37,-2.7722772277227836
3004,BIGBLOC,Bigbloc Construction Limited,Record Date,2021-10-06 17:02:28,2021-10-07 17:02:28,27.0,27.5,1.8518518518518519
3005,OMAXE,Omaxe Limited,Record Date,2021-10-05 17:36:54,2021-10-06 17:36:54,79.2,77.9,-1.6414141414141377
3007,ASIANPAINT,Asian Paints Limited,Record Date,2021-10-04 18:21:13,2021-10-05 18:21:13,3208.55,3200.69,-0.2449704695267372
3008,HINDUNILVR,Hindustan Unilever Limited,Record Date,2021-10-04 15:30:55,2021-10-05 15:30:55,2686.2,2587.04,-3.6914600550964134
3010,LTTS,L&T Technology Services Limited,Record Date,2021-10-01 16:51:47,2021-10-02 16:51:47,4673.85,4508.97,-3.5277126993805985
3011,TCS,Tata Consultancy Services Limited,Record Date,2021-09-30 19:11:59,2021-10-01 19:11:59,3781.75,3538.09,-6.443048853044222
3012,DABUR,Dabur India Limited,Record Date,2021-09-30 18:16:17,2021-10-01 18:16:17,617.0,603.73,-2.1507293354943244
3013,VISHWARAJ,Vishwaraj Sugar Industries Limited,Record Date,2021-09-30 15:44:37,2021-10-01 15:44:37,30.04,28.58,-4.8601864181091905
3015,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Record Date,2021-09-29 20:02:31,2021-09-30 20:02:31,764.0,746.97,-2.2290575916230333
3016,RCF,Rashtriya Chemicals and Fertilizers Limited,Record Date,2021-09-29 16:07:05,2021-09-30 16:07:05,84.05,75.28,-10.434265318262934
3017,SRF,SRF Limited,Record Date,2021-09-28 16:37:07,2021-09-29 16:37:07,2206.0,2220.59,0.6613780598368153
3022,THEJO,Thejo Engineering Limited,Record Date,2021-09-20 18:11:02,2021-09-21 18:11:02,2600.0,2591.12,-0.34153846153846573
3023,L&TFH,L&T Finance Holdings Limited,Record Date,2021-09-17 16:45:00,2021-09-18 16:45:00,85.0,81.91,-3.635294117647063
3024,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Record Date,2021-09-17 16:28:17,2021-09-18 16:28:17,4450.0,4243.56,-4.639101123595497
3026,COSMOFIRST,COSMO FIRST LIMITED,Record Date,2021-09-16 16:42:35,2021-09-17 16:42:35,1037.43,999.08,-3.696634953683624
3027,HCLTECH,HCL Technologies Limited,Record Date,2021-09-15 21:24:35,2021-09-16 21:24:35,1287.2,1127.46,-12.409881914232441
3028,RPPINFRA,R.P.P. Infra Projects Limited,Record Date,2021-09-14 19:25:31,2021-09-15 19:25:31,63.19,63.34,0.23737933217282114
3029,URJA,Urja Global Limited,Record Date,2021-09-13 18:04:08,2021-09-14 18:04:08,6.25,6.15,-1.5999999999999943
3030,CONFIPET,Confidence Petroleum India Limited,Record Date,2021-09-13 17:16:19,2021-09-14 17:16:19,80.25,79.45,-0.9968847352024887
3031,URJA,Urja Global Limited,Record Date,2021-09-13 15:36:24,2021-09-14 15:36:24,6.25,6.15,-1.5999999999999943
3033,ATLASCYCLE,Atlas Cycles (Haryana) Limited,Record Date,2021-09-12 22:18:16,2021-09-13 22:18:16,28.85,28.85,0.0
3034,KPRMILL,K.P.R. Mill Limited,Record Date,2021-09-11 15:37:35,2021-09-12 15:37:35,464.4,433.66,-6.619293712316959
3036,CLEDUCATE,CL Educate Limited,Record Date,2021-09-09 18:12:51,2021-09-10 18:12:51,37.0,36.69,-0.8378378378378439
3037,KIRIINDUS,Kiri Industries Limited,Record Date,2021-09-09 17:27:38,2021-09-10 17:27:38,538.0,520.8,-3.1970260223048412
3039,OMAXE,Omaxe Limited,Record Date,2021-09-08 20:40:40,2021-09-09 20:40:40,80.0,78.75,-1.5625
3040,CROWN,Crown Lifters Limited,Record Date,2021-09-08 18:52:53,2021-09-09 18:52:53,87.9,86.99,-1.0352673492605355
3041,MADHUCON,Madhucon Projects Limited,Record Date,2021-09-08 16:32:37,2021-09-09 16:32:37,5.25,4.9,-6.66666666666666
3042,SUBCAPCITY,International Constructions Limited,Record Date,2021-09-08 16:10:25,2021-09-09 16:10:25,0.0,0.0,0.0
3043,INDOWIND,Indowind Energy Limited,Record Date,2021-09-08 15:37:34,2021-09-09 15:37:34,6.3,6.6,4.761904761904759
3046,TEXMOPIPES,Texmo Pipes and Products Limited,Record Date,2021-09-07 23:46:29,2021-09-08 23:46:29,47.75,48.1,0.7329842931937203
3047,NLCINDIA,NLC India Limited,Record Date,2021-09-07 22:00:28,2021-09-08 22:00:28,52.1,47.27,-9.270633397312857
3048,NBCC,NBCC (India) Limited,Record Date,2021-09-07 20:16:40,2021-09-08 20:16:40,44.05,42.3,-3.9727582292849037
3049,KAVVERITEL,Kavveri Telecom Products Limited,Record Date,2021-09-07 19:50:06,2021-09-08 19:50:06,7.95,7.95,0.0
3050,HPL,HPL Electric & Power Limited,Record Date,2021-09-07 18:43:47,2021-09-08 18:43:47,70.6,68.3,-3.257790368271951
3051,MAZDOCK,Mazagon Dock Shipbuilders Limited,Record Date,2021-09-07 18:26:34,2021-09-08 18:26:34,245.9,229.22,-6.783245221634814
3052,ASHAPURMIN,Ashapura Minechem Limited,Record Date,2021-09-07 17:53:07,2021-09-08 17:53:07,141.2,145.69,3.1798866855524146
3053,HUDCO,Housing & Urban Development Corporation Limited,Record Date,2021-09-07 17:47:28,2021-09-08 17:47:28,42.6,35.7,-16.197183098591545
3054,AHLADA,Ahlada Engineers Limited,Record Date,2021-09-07 15:57:00,2021-09-08 15:57:00,70.0,66.78,-4.599999999999999
3055,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Record Date,2021-09-07 15:15:10,2021-09-08 15:15:10,141.7,135.5,-4.375441072688772
3061,SMSLIFE,SMS Lifesciences India Limited,Record Date,2021-09-06 21:44:55,2021-09-07 21:44:55,747.4,731.21,-2.1661760770671585
3062,SANDESH,The Sandesh Limited,Record Date,2021-09-06 19:03:42,2021-09-07 19:03:42,790.65,777.63,-1.6467463479415647
3063,SAIL,Steel Authority of India Limited,Record Date,2021-09-06 18:28:02,2021-09-07 18:28:02,121.8,106.66,-12.430213464696223
3064,SHAH,Shah Metacorp Limited,Record Date,2021-09-06 18:17:21,2021-09-07 18:17:21,0.0,0.0,0.0
3065,UNIINFO,Uniinfo Telecom Services Limited,Record Date,2021-09-06 18:14:37,2021-09-07 18:14:37,23.45,24.9,6.183368869936032
3066,MSTCLTD,Mstc Limited,Record Date,2021-09-06 18:06:26,2021-09-07 18:06:26,269.0,248.0,-7.806691449814126
3067,CREST,Crest Ventures Limited,Record Date,2021-09-06 17:51:01,2021-09-07 17:51:01,122.0,121.95,-0.04098360655737472
3068,BIRLACORPN,Birla Corporation Limited,Record Date,2021-09-06 17:43:04,2021-09-07 17:43:04,1310.5,1292.37,-1.3834414345669674
3069,CREATIVE,Creative Newtech Limited,Record Date,2021-09-06 17:42:17,2021-09-07 17:42:17,232.75,224.06,-3.733619763694951
3070,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Record Date,2021-09-06 17:39:56,2021-09-07 17:39:56,137.0,132.07,-3.5985401459854063
3071,MIDHANI,Mishra Dhatu Nigam Limited,Record Date,2021-09-06 17:36:33,2021-09-07 17:36:33,187.4,178.39,-4.807897545357534
3072,SPMLINFRA,SPML Infra Limited,Record Date,2021-09-06 17:25:51,2021-09-07 17:25:51,11.0,10.85,-1.3636363636363669
3073,TECHNOE,Techno Electric & Engineering Company Limited,Record Date,2021-09-06 15:47:28,2021-09-07 15:47:28,290.9,277.24,-4.695771742866954
3074,MADHAV,Madhav Marbles and Granites Limited,Record Date,2021-09-06 15:35:48,2021-09-07 15:35:48,57.15,55.65,-2.6246719160104988
3077,RADICO,Radico Khaitan Limited,Record Date,2021-09-04 23:12:22,2021-09-05 23:12:22,895.0,896.58,0.17653631284916657
3078,AARTIIND,Aarti Industries Limited,Record Date,2021-09-04 22:01:19,2021-09-05 22:01:19,916.05,903.03,-1.4213197969543128
3079,ANURAS,Anupam Rasayan India Limited,Record Date,2021-09-04 20:32:47,2021-09-05 20:32:47,759.0,745.54,-1.7733860342556043
3080,REPL,Rudrabhishek Enterprises Limited,Record Date,2021-09-04 19:14:18,2021-09-05 19:14:18,230.95,228.45,-1.082485386447283
3081,RITES,RITES Limited,Record Date,2021-09-04 17:34:42,2021-09-05 17:34:42,275.0,235.84,-14.239999999999998
3082,ASIANTILES,Asian Granito India Limited,Record Date,2021-09-04 17:28:35,2021-09-05 17:28:35,142.58,133.46,-6.396409033525042
3083,PRESTIGE,Prestige Estates Projects Limited,Record Date,2021-09-04 16:35:37,2021-09-05 16:35:37,424.0,475.04,12.037735849056608
3084,YUKEN,Yuken India Limited,Record Date,2021-09-04 15:52:22,2021-09-05 15:52:22,610.05,590.16,-3.260388492746494
3088,INDBANK,Indbank Merchant Banking Services Limited,Record Date,2021-09-03 20:59:00,2021-09-04 20:59:00,23.6,22.95,-2.754237288135602
3089,RAILTEL,Railtel Corporation Of India Limited,Record Date,2021-09-03 17:50:40,2021-09-04 17:50:40,129.4,126.12,-2.534775888717157
3090,TDPOWERSYS,TD Power Systems Limited,Record Date,2021-09-03 17:32:52,2021-09-04 17:32:52,328.0,318.95,-2.7591463414634183
3091,KREBSBIO,Krebs Biochemicals and Industries Limited,Record Date,2021-09-03 17:28:19,2021-09-04 17:28:19,160.7,155.25,-3.391412570006216
3092,MGEL,Mangalam Global Enterprise Limited,Record Date,2021-09-03 17:08:13,2021-09-04 17:08:13,10.28,9.75,-5.155642023346298
3093,CANTABIL,Cantabil Retail India Limited,Record Date,2021-09-03 17:07:34,2021-09-04 17:07:34,369.0,429.59,16.420054200541998
3094,TPLPLASTEH,TPL Plastech Limited,Record Date,2021-09-03 17:06:27,2021-09-04 17:06:27,33.09,33.82,2.206104563312169
3095,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Record Date,2021-09-03 16:36:45,2021-09-04 16:36:45,577.12,590.8,2.3703909065705484
3096,MODIRUBBER,Modi Rubber Limited,Record Date,2021-09-03 15:58:48,2021-09-04 15:58:48,79.15,79.15,0.0
3097,SOUTHWEST,South West Pinnacle Exploration Limited,Record Date,2021-09-03 15:48:22,2021-09-04 15:48:22,96.3,94.29,-2.0872274143302088
3098,AEGISCHEM,Aegis Logistics Limited,Record Date,2021-09-03 15:42:54,2021-09-04 15:42:54,261.4,245.35,-6.140015302218815
3099,RUBYMILLS,The Ruby Mills Limited,Record Date,2021-09-03 15:40:22,2021-09-04 15:40:22,136.6,136.7,0.07320644216690653
3107,KERNEX,Kernex Microsystems (India) Limited,Record Date,2021-09-02 19:45:05,2021-09-03 19:45:05,73.7,73.65,-0.06784260515603413
3108,BEML,BEML Limited,Record Date,2021-09-02 18:51:38,2021-09-03 18:51:38,1340.3,1326.84,-1.0042527792285336
3109,DIXON,Dixon Technologies (India) Limited,Record Date,2021-09-02 18:48:44,2021-09-03 18:48:44,4312.0,4234.38,-1.800092764378476
3110,MAHSEAMLES,Maharashtra Seamless Limited,Record Date,2021-09-02 18:36:41,2021-09-03 18:36:41,157.6,155.69,-1.2119289340101502
3111,JINDRILL,Jindal Drilling And Industries Limited,Record Date,2021-09-02 18:26:02,2021-09-03 18:26:02,125.3,127.14,1.4684756584197953
3112,ESSARSHPNG,Essar Shipping Limited,Record Date,2021-09-02 18:19:21,2021-09-03 18:19:21,10.2,10.1,-0.9803921568627417
3113,MIRZAINT,Mirza International Limited,Record Date,2021-09-02 17:01:07,2021-09-03 17:01:07,58.4,57.55,-1.455479452054797
3114,PRAXIS,Praxis Home Retail Limited,Record Date,2021-09-02 16:38:26,2021-09-03 16:38:26,28.43,28.43,0.0
3115,REFEX,Refex Industries Limited,Record Date,2021-09-02 16:37:06,2021-09-03 16:37:06,153.0,156.04,1.9869281045751581
3116,HECPROJECT,HEC Infra Projects Limited,Record Date,2021-09-02 16:19:09,2021-09-03 16:19:09,101.4,101.4,0.0
3117,MOLDTECH,Mold-Tek Technologies Limited,Record Date,2021-09-02 15:57:04,2021-09-03 15:57:04,76.4,77.88,1.9371727748690963
3118,SAKUMA,Sakuma Exports Limited,Record Date,2021-09-02 15:43:01,2021-09-03 15:43:01,10.15,9.75,-3.9408866995073923
3123,CAPLIPOINT,Caplin Point Laboratories Limited,Record Date,2021-09-01 19:08:21,2021-09-02 19:08:21,729.6,729.64,0.00548245614034589
3124,SPLIL,SPL Industries Limited,Record Date,2021-09-01 18:15:49,2021-09-02 18:15:49,51.6,51.55,-0.09689922480620981
3125,TIJARIA,Tijaria Polypipes Limited,Record Date,2021-09-01 17:14:02,2021-09-02 17:14:02,6.55,6.7,2.290076335877868
3126,NRBBEARING,NRB Bearing Limited,Record Date,2021-09-01 17:12:29,2021-09-02 17:12:29,133.1,129.96,-2.359128474830944
3127,KMSUGAR,K.M.Sugar Mills Limited,Record Date,2021-09-01 16:57:43,2021-09-02 16:57:43,27.0,26.65,-1.2962962962963016
3130,JBMA,JBM Auto Limited,Record Date,2021-08-31 19:58:16,2021-09-01 19:58:16,181.98,180.34,-0.9011979338388759
3131,VASCONEQ,Vascon Engineers Limited,Record Date,2021-08-31 18:55:10,2021-09-01 18:55:10,24.0,25.63,6.791666666666662
3132,CEREBRAINT,Cerebra Integrated Technologies Limited,Record Date,2021-08-31 18:16:57,2021-09-01 18:16:57,59.9,57.95,-3.2554257095158525
3133,MAHLIFE,Mahindra Lifespace Developers Limited,Record Date,2021-08-31 17:32:11,2021-09-01 17:32:11,259.33,258.77,-0.2159410789341774
3134,RPPL,Rajshree Polypack Limited,Record Date,2021-08-31 17:13:17,2021-09-01 17:13:17,159.6,161.59,1.2468671679198053
3135,KIRLOSIND,Kirloskar Industries Limited,Record Date,2021-08-31 16:54:00,2021-09-01 16:54:00,1441.7,1452.29,0.7345494901851923
3138,DSKULKARNI,DS Kulkarni Developers Limited,Record Date,2021-08-30 19:20:56,2021-08-31 19:20:56,13.55,13.55,0.0
3139,SEQUENT,Sequent Scientific Limited,Record Date,2021-08-30 19:19:18,2021-08-31 19:19:18,235.0,228.8,-2.638297872340421
3140,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Record Date,2021-08-30 18:39:33,2021-08-31 18:39:33,435.65,419.15,-3.787444049122002
3141,AGARIND,Agarwal Industrial Corporation Limited,Record Date,2021-08-30 17:54:33,2021-08-31 17:54:33,319.8,314.96,-1.513445903689816
3142,BLISSGVS,Bliss GVS Pharma Limited,Record Date,2021-08-30 16:43:46,2021-08-31 16:43:46,111.05,108.64,-2.1701936064835627
3143,GODHA,Godha Cabcon & Insulation Limited,Record Date,2021-08-30 15:43:57,2021-08-31 15:43:57,1.68,1.6475,-1.934523809523808
3147,MONTECARLO,Monte Carlo Fashions Limited,Record Date,2021-08-28 17:49:41,2021-08-29 17:49:41,346.2,316.24,-8.65395725014442
3148,JAMNAAUTO,Jamna Auto Industries Limited,Record Date,2021-08-28 17:24:01,2021-08-29 17:24:01,87.9,84.94,-3.3674630261661065
3149,WINDMACHIN,Windsor Machines Limited,Record Date,2021-08-28 15:51:38,2021-08-29 15:51:38,30.05,28.18,-6.222961730449255
3150,VEDL,Vedanta Limited,Record Date,2021-08-27 20:16:50,2021-08-28 20:16:50,300.0,168.59,-43.803333333333335
3151,POLYMED,Poly Medicure Limited,Record Date,2021-08-27 18:56:43,2021-08-28 18:56:43,935.0,933.03,-0.2106951871657783
3152,UNIVCABLES,Universal Cables Limited,Record Date,2021-08-27 18:03:00,2021-08-28 18:03:00,164.5,162.68,-1.1063829787234
3153,HEIDELBERG,HeidelbergCement India Limited,Record Date,2021-08-27 17:08:24,2021-08-28 17:08:24,256.75,224.99,-12.370009737098341
3154,KRISHANA,Krishana Phoschem Limited,Record Date,2021-08-27 16:50:01,2021-08-28 16:50:01,77.0,76.29,-0.922077922077914
3155,RECLTD,REC Limited,Record Date,2021-08-27 16:03:06,2021-08-28 16:03:06,110.55,88.6,-19.855269109000456
3156,MBAPL,Madhya Bharat Agro Products Limited,Record Date,2021-08-27 15:47:59,2021-08-28 15:47:59,39.5,42.72,8.151898734177212
3164,MARSHALL,Marshall Machines Limited,Record Date,2021-08-26 18:12:20,2021-08-27 18:12:20,32.25,33.5,3.875968992248062
3165,FILATEX,Filatex India Limited,Record Date,2021-08-26 17:28:02,2021-08-27 17:28:02,47.25,46.36,-1.8835978835978848
3166,LOTUSEYE,Lotus Eye Hospital and Institute Limited,Record Date,2021-08-26 17:11:49,2021-08-27 17:11:49,43.75,41.91,-4.2057142857142935
3167,SHYAMMETL,Shyam Metalics and Energy Limited,Record Date,2021-08-26 16:33:59,2021-08-27 16:33:59,384.85,370.88,-3.629985708717689
3168,GANGAFORGE,Ganga Forging Limited,Record Date,2021-08-26 16:16:09,2021-08-27 16:16:09,13.34,13.45,0.8245877061469223
3169,GLOBUSSPR,Globus Spirits Limited,Record Date,2021-08-26 15:41:20,2021-08-27 15:41:20,925.0,903.91,-2.2800000000000034
3175,GULPOLY,Gulshan Polyols Limited,Record Date,2021-08-25 19:16:24,2021-08-26 19:16:24,192.54,199.16,3.4382465981094863
3176,RSSOFTWARE,R. S. Software (India) Limited,Record Date,2021-08-25 18:31:19,2021-08-26 18:31:19,35.95,35.85,-0.278164116828933
3181,CESC,CESC Limited,Record Date,2021-08-24 19:22:49,2021-08-25 19:22:49,77.58,65.87,-15.09409641660221
3182,SIGMA,Sigma Solve Limited,Record Date,2021-08-24 18:00:26,2021-08-25 18:00:26,215.0,213.34,-0.7720930232558124
3183,PSPPROJECT,PSP Projects Limited,Record Date,2021-08-24 16:55:32,2021-08-25 16:55:32,415.8,412.15,-0.8778258778258861
3184,BBTCL,B&B Triplewall Containers Limited,Record Date,2021-08-24 16:40:26,2021-08-25 16:40:26,88.4,87.2,-1.3574660633484195
3185,LASA,Lasa Supergenerics Limited,Record Date,2021-08-24 16:11:46,2021-08-25 16:11:46,80.5,80.55,0.06211180124223249
3188,MUKANDLTD,Mukand Limited,Record Date,2021-08-23 22:32:04,2021-08-24 22:32:04,136.35,140.19,2.8162816281628187
3189,INFIBEAM,Infibeam Avenues Limited,Record Date,2021-08-23 19:08:32,2021-08-24 19:08:32,42.1,41.61,-1.1638954869358717
3190,MASKINVEST,Mask Investments Limited,Record Date,2021-08-23 18:47:43,2021-08-24 18:47:43,33.05,33.0,-0.15128593040846341
3191,KARMAENG,Karma Energy Limited,Record Date,2021-08-23 17:31:20,2021-08-24 17:31:20,19.0,19.0,0.0
3192,SHIVATEX,Shiva Texyarn Limited,Record Date,2021-08-23 17:24:15,2021-08-24 17:24:15,185.5,185.2,-0.16172506738545087
3196,MUKANDLTD,Mukand Limited,Record Date,2021-08-22 21:05:37,2021-08-23 21:05:37,147.75,137.92,-6.653130287648063
3197,MITTAL,Mittal Life Style Limited,Record Date,2021-08-21 16:58:41,2021-08-22 16:58:41,8.2197,7.6296,-7.179094127522898
3198,VIPULLTD,Vipul Limited,Record Date,2021-08-21 16:30:51,2021-08-22 16:30:51,28.3,27.45,-3.0035335689045985
3199,TRITURBINE,Triveni Turbine Limited,Record Date,2021-08-20 19:58:32,2021-08-21 19:58:32,128.45,123.17,-4.110548851693256
