,symbol,sm_name,desc,an_dt,t_date,open,adj_close,intraday_return
3664,VESUVIUS,Vesuvius India Limited,Record Date,2021-02-25 19:28:40,2021-02-26 19:28:40,1000.0,1026.12,2.611999999999989
3665,STEELCITY,Steel City Securities Limited,Record Date,2021-02-25 17:50:53,2021-02-26 17:50:53,36.5,29.74,-18.520547945205482
3668,THANGAMAYL,Thangamayil Jewellery Limited,Record Date,2021-02-23 18:34:48,2021-02-24 18:34:48,308.45,289.63,-6.101475117523098
3669,COALINDIA,Coal India Limited,Record Date,2021-02-23 16:07:41,2021-02-24 16:07:41,139.95,105.97,-24.280100035727042
3672,SOTL,Savita Oil Technologies Limited,Record Date,2021-02-19 16:00:04,2021-02-20 16:00:04,229.98,212.84,-7.452821984520387
3674,ARVINDFASN,Arvind Fashions Limited,Record Date,2021-02-18 19:33:20,2021-02-19 19:33:20,170.72,169.07,-0.9664948453608281
3675,HAL,Hindustan Aeronautics Limited,Record Date,2021-02-18 16:20:55,2021-02-19 16:20:55,531.85,464.61,-12.642662404813388
3676,BHARATRAS,Bharat Rasayan Limited,Record Date,2021-02-17 15:51:09,2021-02-18 15:51:09,9900.0,9518.74,-3.851111111111113
3677,MARICO,Marico Limited,Record Date,2021-02-17 15:42:00,2021-02-18 15:42:00,420.0,399.48,-4.885714285714282
3678,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Record Date,2021-02-15 16:32:34,2021-02-16 16:32:34,626.5,607.07,-3.1013567438148364
3680,GUJAPOLLO,Gujarat Apollo Industries Limited,Record Date,2021-02-13 20:55:56,2021-02-14 20:55:56,236.0,210.57,-10.775423728813562
3681,KBCGLOBAL,KBC Global Limited,Record Date,2021-02-13 18:16:27,2021-02-14 18:16:27,10.595,10.933,3.190184049079747
3682,TECHNOE,Techno Electric & Engineering Company Limited,Record Date,2021-02-13 16:57:26,2021-02-14 16:57:26,273.4,275.59,0.8010241404535472
3683,ZUARIIND,ZUARI INDUSTRIES LIMITED,Record Date,2021-02-13 16:48:57,2021-02-14 16:48:57,96.6,87.6,-9.316770186335404
3684,ARE&M,Amara Raja Energy & Mobility Limited,Record Date,2021-02-13 16:38:39,2021-02-14 16:38:39,0.0,0.0,0.0
3686,PATINTLOG,Patel Integrated Logistics Limited,Record Date,2021-02-12 18:46:17,2021-02-13 18:46:17,22.09,22.98,4.028972385694887
3687,KMSUGAR,K.M.Sugar Mills Limited,Record Date,2021-02-12 18:31:15,2021-02-13 18:31:15,11.0,10.68,-2.909090909090912
3688,HEUBACHIND,Heubach Colorants India Limited,Record Date,2021-02-12 18:13:56,2021-02-13 18:13:56,459.9,382.1,-16.916721026310057
3689,SJVN,SJVN Limited,Record Date,2021-02-12 17:33:59,2021-02-13 17:33:59,27.5,22.42,-18.472727272727266
3690,SMARTLINK,Smartlink Holdings Limited,Record Date,2021-02-12 17:18:56,2021-02-13 17:18:56,91.2,90.2,-1.0964912280701753
3691,COCHINSHIP,Cochin Shipyard Limited,Record Date,2021-02-12 16:55:57,2021-02-13 16:55:57,177.75,145.7,-18.03094233473981
3692,ZEEL,Zee Entertainment Enterprises Limited,Record Date,2021-02-12 16:43:47,2021-02-13 16:43:47,215.75,206.41,-4.329084588644266
3693,CAREERP,Career Point Limited,Record Date,2021-02-12 16:32:25,2021-02-13 16:32:25,164.0,157.47,-3.9817073170731714
3694,SATIN,Satin Creditcare Network Limited,Record Date,2021-02-12 16:08:33,2021-02-13 16:08:33,75.15,80.25,6.786427145708575
3696,NHPC,NHPC Limited,Record Date,2021-02-11 21:57:04,2021-02-12 21:57:04,25.0,21.24,-15.040000000000006
3697,ITC,ITC Limited,Record Date,2021-02-11 20:15:12,2021-02-12 20:15:12,225.75,190.32,-15.694352159468442
3698,OIL,Oil India Limited,Record Date,2021-02-11 16:56:48,2021-02-12 16:56:48,117.4,94.78,-19.267461669505966
3699,GOLDIAM,Goldiam International Limited,Record Date,2021-02-11 16:51:34,2021-02-12 16:51:34,48.0,48.73,1.5208333333333268
3700,ACC,ACC Limited,Record Date,2021-02-11 16:22:08,2021-02-12 16:22:08,1751.0,1687.94,-3.6013706453455137
3701,TIINDIA,Tube Investments of India Limited,Record Date,2021-02-11 15:36:36,2021-02-12 15:36:36,962.0,942.51,-2.025987525987527
3704,CENTUM,Centum Electronics Limited,Record Date,2021-02-10 22:19:32,2021-02-11 22:19:32,425.0,411.78,-3.110588235294124
3705,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Record Date,2021-02-10 19:55:36,2021-02-11 19:55:36,577.5,563.79,-2.3740259740259804
3706,AUROPHARMA,Aurobindo Pharma Limited,Record Date,2021-02-10 19:18:04,2021-02-11 19:18:04,944.5,911.15,-3.530968766543147
3707,ZUARIIND,ZUARI INDUSTRIES LIMITED,Record Date,2021-02-10 19:12:55,2021-02-11 19:12:55,95.9,91.87,-4.202294056308656
3708,SUPRAJIT,Suprajit Engineering Limited,Record Date,2021-02-10 18:34:21,2021-02-11 18:34:21,255.0,252.17,-1.1098039215686324
3709,AVTNPL,AVT Natural Products Limited,Record Date,2021-02-10 17:53:14,2021-02-11 17:53:14,47.9,44.98,-6.096033402922759
3710,SELAN,Selan Exploration Technology Limited,Record Date,2021-02-10 15:51:44,2021-02-11 15:51:44,133.3,122.44,-8.147036759189808
3711,MANINFRA,Man Infraconstruction Limited,Record Date,2021-02-10 15:49:17,2021-02-11 15:49:17,25.97,24.1,-7.200616095494792
3712,SHANTIGEAR,Shanthi Gears Limited,Record Date,2021-02-10 15:18:48,2021-02-11 15:18:48,125.45,117.38,-6.43284176962934
3717,POLYPLEX,Polyplex Corporation Limited,Record Date,2021-02-09 21:48:17,2021-02-10 21:48:17,860.15,702.11,-18.373539498924604
3718,TATASTEEL,Tata Steel Limited,Record Date,2021-02-09 19:39:53,2021-02-10 19:39:53,71.0,62.03,-12.633802816901406
3719,SANDESH,The Sandesh Limited,Record Date,2021-02-09 18:54:49,2021-02-10 18:54:49,744.0,706.54,-5.034946236559144
3720,AKZOINDIA,Akzo Nobel India Limited,Record Date,2021-02-09 18:16:14,2021-02-10 18:16:14,2318.0,2022.31,-12.756255392579813
3721,IMFA,Indian Metals & Ferro Alloys Limited,Record Date,2021-02-09 18:03:56,2021-02-10 18:03:56,226.5,203.06,-10.34878587196468
3722,GRSE,Garden Reach Shipbuilders & Engineers Limited,Record Date,2021-02-09 16:36:33,2021-02-10 16:36:33,198.0,181.35,-8.409090909090912
3723,AKZOINDIA,Akzo Nobel India Limited,Record Date,2021-02-09 16:27:10,2021-02-10 16:27:10,2318.0,2022.31,-12.756255392579813
3726,DIGJAMLTD,Digjam Limited,Record Date,2021-02-08 20:04:38,2021-02-09 20:04:38,111.1111,112.6126,1.3513501351350201
3727,BPCL,Bharat Petroleum Corporation Limited,Record Date,2021-02-08 19:44:27,2021-02-09 19:44:27,431.0,334.99,-22.276102088167054
3728,HGS,Hinduja Global Solutions Limited,Record Date,2021-02-08 18:32:10,2021-02-09 18:32:10,616.33,525.9,-14.672334625930924
3730,CARERATING,CARE Ratings Limited,Record Date,2021-02-06 18:05:09,2021-02-07 18:05:09,535.0,470.14,-12.123364485981313
3733,GULFOILLUB,Gulf Oil Lubricants India Limited,Record Date,2021-02-05 20:33:37,2021-02-06 20:33:37,703.2,661.66,-5.907281001137666
3734,ONGC,Oil & Natural Gas Corporation Limited,Record Date,2021-02-05 20:09:36,2021-02-06 20:09:36,99.5,80.76,-18.834170854271353
3735,EQUITAS,Equitas Holdings Limited,Record Date,2021-02-05 17:47:07,2021-02-06 17:47:07,87.7,86.75,-1.0832383124287375
3736,GPTINFRA,GPT Infraprojects Limited,Record Date,2021-02-05 15:49:12,2021-02-06 15:49:12,22.1,19.37,-12.35294117647059
3737,RCF,Rashtriya Chemicals and Fertilizers Limited,Record Date,2021-02-05 15:37:55,2021-02-06 15:37:55,56.9,48.86,-14.130052724077327
3742,HEROMOTOCO,Hero MotoCorp Limited,Record Date,2021-02-04 22:34:19,2021-02-05 22:34:19,3500.0,3137.21,-10.365428571428572
3743,NLCINDIA,NLC India Limited,Record Date,2021-02-04 20:48:37,2021-02-05 20:48:37,56.85,49.08,-13.667546174142485
3744,NILKAMAL,Nilkamal Limited,Record Date,2021-02-04 20:34:11,2021-02-05 20:34:11,1540.0,1544.85,0.314935064935059
3745,HIKAL,Hikal Limited,Record Date,2021-02-04 16:52:55,2021-02-05 16:52:55,183.0,173.34,-5.278688524590162
3746,METROPOLIS,Metropolis Healthcare Limited,Record Date,2021-02-04 16:52:39,2021-02-05 16:52:39,2275.0,2130.46,-6.353406593406592
3747,SILLYMONKS,Silly Monks Entertainment Limited,Record Date,2021-02-04 16:09:32,2021-02-05 16:09:32,24.9,23.2,-6.827309236947789
3751,MINDACORP,Minda Corporation Limited,Record Date,2021-02-03 17:34:32,2021-02-04 17:34:32,98.0,97.24,-0.7755102040816378
3752,DICIND,DIC India Limited,Record Date,2021-02-03 15:52:50,2021-02-04 15:52:50,396.2,385.47,-2.7082281675921154
3758,PIIND,PI Industries Limited,Record Date,2021-02-02 22:39:52,2021-02-03 22:39:52,2154.0,2233.51,3.6912720519962963
3759,LAURUSLABS,Laurus Labs Limited,Record Date,2021-02-02 18:24:35,2021-02-03 18:24:35,348.95,336.9,-3.453216793236857
3760,HIL,HIL Limited,Record Date,2021-02-02 17:43:27,2021-02-03 17:43:27,2669.95,2518.5,-5.672390868742854
3761,BLS,BLS International Services Limited,Record Date,2021-02-02 17:32:46,2021-02-03 17:32:46,25.94,25.16,-3.006939090208177
3762,DHAMPURSUG,Dhampur Sugar Mills Limited,Record Date,2021-02-02 17:26:08,2021-02-03 17:26:08,172.1,158.99,-7.617664148750719
3763,CONTROLPR,Control Print Limited,Record Date,2021-02-02 17:14:21,2021-02-03 17:14:21,249.0,225.0,-9.63855421686747
3764,MAZDOCK,Mazagon Dock Shipbuilders Limited,Record Date,2021-02-02 15:54:23,2021-02-03 15:54:23,216.45,198.92,-8.098868098868099
3769,SUBEXLTD,Subex Limited,Record Date,2021-02-01 19:59:08,2021-02-02 19:59:08,25.4,24.29,-4.370078740157478
3770,TORNTPOWER,Torrent Power Limited,Record Date,2021-02-01 17:09:39,2021-02-02 17:09:39,311.5,291.23,-6.507223113964681
3771,BALKRISIND,Balkrishna Industries Limited,Record Date,2021-02-01 16:38:20,2021-02-02 16:38:20,1655.0,1625.44,-1.7861027190332293
3774,SAIL,Steel Authority of India Limited,Record Date,2021-01-29 22:32:31,2021-01-30 22:32:31,58.55,55.52,-5.175064047822365
3775,SUJANAUNI,Sujana Universal Industries Limited,Record Date,2021-01-29 20:53:27,2021-01-30 20:53:27,0.0,0.0,0.0
3776,ORIENTELEC,Orient Electric Limited,Record Date,2021-01-29 16:46:29,2021-01-30 16:46:29,270.0,265.04,-1.8370370370370295
3777,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Record Date,2021-01-29 16:36:38,2021-01-30 16:36:38,402.0,437.22,8.761194029850753
3778,LALPATHLAB,Dr. Lal Path Labs Ltd.,Record Date,2021-01-29 16:13:20,2021-01-30 16:13:20,2270.0,2257.65,-0.5440528634361194
3779,GODREJCP,Godrej Consumer Products Limited,Record Date,2021-01-29 15:35:43,2021-01-30 15:35:43,749.65,749.24,-0.054692189688517065
3785,PERSISTENT,Persistent Systems Limited,Record Date,2021-01-28 22:52:03,2021-01-29 22:52:03,1558.0,1479.04,-5.068035943517332
3786,CUMMINSIND,Cummins India Limited,Record Date,2021-01-28 21:00:37,2021-01-29 21:00:37,645.0,634.6,-1.6124031007751902
3787,INDUSTOWER,Indus Towers Limited,Record Date,2021-01-28 20:53:39,2021-01-29 20:53:39,245.0,203.51,-16.934693877551023
3788,MOTILALOFS,Motilal Oswal Financial Services Limited,Record Date,2021-01-28 19:15:23,2021-01-29 19:15:23,637.0,588.48,-7.616954474097328
3789,GRAVITA,Gravita India Limited,Record Date,2021-01-28 18:40:28,2021-01-29 18:40:28,77.9,75.75,-2.759948652118107
3790,GILLETTE,Gillette India Limited,Record Date,2021-01-28 17:57:27,2021-01-29 17:57:27,5600.0,5284.3,-5.637499999999997
3791,PGHH,Procter & Gamble Hygiene and Health Care Limited,Record Date,2021-01-28 17:54:52,2021-01-29 17:54:52,11320.4,10627.24,-6.123105190629305
3792,BEL,Bharat Electronics Limited,Record Date,2021-01-28 17:47:14,2021-01-29 17:47:14,43.6,40.63,-6.811926605504584
3793,PROSEED,Proseed India Limited,Record Date,2021-01-28 16:57:08,2021-01-29 16:57:08,0.0,0.0,0.0
3794,ORIENTCEM,Orient Cement Limited,Record Date,2021-01-28 16:28:01,2021-01-29 16:28:01,85.0,79.92,-5.976470588235292
3795,ORIENTCEM,Orient Cement Limited,Record Date,2021-01-28 16:15:29,2021-01-29 16:15:29,85.0,79.92,-5.976470588235292
3796,SUJANAUNI,Sujana Universal Industries Limited,Record Date,2021-01-28 15:41:03,2021-01-29 15:41:03,0.0,0.0,0.0
3802,KPIL,Kalpataru Projects International Limited,Record Date,2021-01-27 19:10:38,2021-01-28 19:10:38,0.0,0.0,0.0
3803,COSMOFIRST,COSMO FIRST LIMITED,Record Date,2021-01-27 17:46:21,2021-01-28 17:46:21,306.67,310.31,1.186943620178037
3804,ALKEM,Alkem Laboratories Limited,Record Date,2021-01-27 17:20:44,2021-01-28 17:20:44,3040.0,2961.78,-2.573026315789467
3805,NTPC,NTPC Limited,Record Date,2021-01-27 17:15:35,2021-01-28 17:15:35,90.8,77.91,-14.19603524229075
3806,NAM-INDIA,Nippon Life India Asset Management Limited,Record Date,2021-01-27 16:20:10,2021-01-28 16:20:10,318.1,274.84,-13.599497013517775
3807,PARABDRUGS,Parabolic Drugs Limited,Record Date,2021-01-25 16:43:27,2021-01-26 16:43:27,0.0,0.0,0.0
3808,WENDT,Wendt (India) Limited,Record Date,2021-01-25 16:28:16,2021-01-26 16:28:16,3315.45,3134.26,-5.465019831395424
3814,KKCL,Kewal Kiran Clothing Limited,Record Date,2021-01-22 18:29:17,2021-01-23 18:29:17,186.79,167.22,-10.47700626371861
3815,TCI,Transport Corporation of India Limited,Record Date,2021-01-22 18:17:47,2021-01-23 18:17:47,247.0,234.99,-4.8623481781376485
3816,GARDENSILK,Garden Silk Mills Limited,Record Date,2021-01-22 15:41:33,2021-01-23 15:41:33,0.0,0.0,0.0
3818,JUBLPHARMA,Jubilant Pharmova Limited,Record Date,2021-01-21 22:24:54,2021-01-22 22:24:54,734.45,677.21,-7.793587037919532
3819,IEX,Indian Energy Exchange Limited,Record Date,2021-01-21 18:38:05,2021-01-22 18:38:05,83.33,74.64,-10.428417136685464
3820,IIFL,IIFL Finance Limited,Record Date,2021-01-21 17:33:57,2021-01-22 17:33:57,116.0,113.47,-2.181034482758622
3824,KSOLVES,Ksolves India Limited,Record Date,2021-01-20 19:45:12,2021-01-21 19:45:12,541.5,496.57,-8.297322253000925
3825,SAGCEM,Sagar Cements Limited,Record Date,2021-01-20 18:01:47,2021-01-21 18:01:47,150.0,139.43,-7.046666666666662
3826,PCBL,PCBL LIMITED,Record Date,2021-01-20 16:36:10,2021-01-21 16:36:10,97.5,82.8,-15.076923076923078
3828,SYMPHONY,Symphony Limited,Record Date,2021-01-19 15:40:15,2021-01-20 15:40:15,1049.0,1007.34,-3.9714013346043817
3831,EMAMILTD,Emami Limited,Record Date,2021-01-18 19:47:32,2021-01-19 19:47:32,480.9,457.7,-4.8242877937201065
3832,TVSHLTD,TVS Holdings Limited,Record Date,2021-01-18 17:55:38,2021-01-19 17:55:38,2690.0,2588.45,-3.775092936802981
3833,TVSMOTOR,TVS Motor Company Limited,Record Date,2021-01-18 17:24:45,2021-01-19 17:24:45,502.0,504.25,0.448207171314741
3835,PAGEIND,Page Industries Limited,Record Date,2021-01-15 15:32:12,2021-01-16 15:32:12,28590.0,27587.34,-3.507030430220356
3838,HCLTECH,HCL Technologies Limited,Record Date,2021-01-15 09:05:39,2021-01-15 09:05:39,1047.65,865.23,-17.41230372738988
3839,CESC,CESC Limited,Record Date,2021-01-14 15:15:23,2021-01-15 15:15:23,70.0,56.17,-19.757142857142853
3840,KSOLVES,Ksolves India Limited,Record Date,2021-01-13 18:11:14,2021-01-14 18:11:14,620.0,550.21,-11.25645161290322
3841,WIPRO,Wipro Limited,Record Date,2021-01-13 15:47:47,2021-01-14 15:47:47,452.0,446.8,-1.1504424778761038
3842,GMMPFAUDLR,GMM Pfaudler Limited,Record Date,2021-01-12 17:04:29,2021-01-13 17:04:29,1291.0,1268.34,-1.755228505034863
3845,SRF,SRF Limited,Record Date,2021-01-11 19:40:18,2021-01-12 19:40:18,1186.34,1170.36,-1.347000016858575
3846,DCMSHRIRAM,DCM Shriram Limited,Record Date,2021-01-11 16:23:04,2021-01-12 16:23:04,390.85,374.37,-4.216451324037359
3848,URJA,Urja Global Limited,Record Date,2021-01-08 18:19:04,2021-01-09 18:19:04,8.33,8.33,0.0
3852,ORTINLABSS,Ortin Laboratories Limited,Record Date,2021-01-01 18:30:49,2021-01-02 18:30:49,0.0,0.0,0.0
3854,TCS,Tata Consultancy Services Limited,Record Date,2020-12-31 19:12:29,2021-01-01 19:12:29,2880.0,2752.66,-4.421527777777783
3855,GANGAFORGE,Ganga Forging Limited,Record Date,2020-12-31 16:12:06,2021-01-01 16:12:06,2.29,2.32,1.3100436681222623
3858,SILGO,Silgo Retail Limited,Record Date,2020-12-22 17:04:17,2020-12-23 17:04:17,35.2,35.2,0.0
3859,PILANIINVS,Pilani Investment and Industries Corporation Limited,Record Date,2020-12-22 16:21:44,2020-12-23 16:21:44,1687.21,1718.1,1.8308331505858708
3860,ENGINERSIN,Engineers India Limited,Record Date,2020-12-21 16:15:11,2020-12-22 16:15:11,74.5,68.63,-7.879194630872489
3863,DSKULKARNI,DS Kulkarni Developers Limited,Record Date,2020-12-16 23:59:11,2020-12-17 23:59:11,13.55,13.55,0.0
3864,DSKULKARNI,DS Kulkarni Developers Limited,Record Date,2020-12-16 23:57:16,2020-12-17 23:57:16,13.55,13.55,0.0
3865,DSKULKARNI,DS Kulkarni Developers Limited,Record Date,2020-12-16 23:55:40,2020-12-17 23:55:40,13.55,13.55,0.0
3866,DSKULKARNI,DS Kulkarni Developers Limited,Record Date,2020-12-16 23:52:38,2020-12-17 23:52:38,13.55,13.55,0.0
3867,JMA,Jullundur Motor Agency (Delhi) Limited,Record Date,2020-12-14 20:48:12,2020-12-15 20:48:12,32.9,29.82,-9.36170212765957
3869,AURUM,Aurum PropTech Limited,Record Date,2020-12-10 22:03:09,2020-12-11 22:03:09,981.5,278.1,-71.66581762608253
3871,UJAAS,Ujaas Energy Limited,Record Date,2020-12-08 17:43:32,2020-12-09 17:43:32,3.5,3.15,-10.000000000000002
3873,ONELIFECAP,Onelife Capital Advisors Limited,Record Date,2020-12-07 19:39:39,2020-12-08 19:39:39,7.15,7.05,-1.398601398601406
3874,TEMBO,Tembo Global Industries Limited,Record Date,2020-12-07 15:34:47,2020-12-08 15:34:47,102.0,99.99,-1.9705882352941226
3877,BCG,Brightcom Group Limited,Record Date,2020-12-04 20:45:54,2020-12-05 20:45:54,4.28,4.06,-5.140186915887865
3878,TGBHOTELS,TGB Banquets And Hotels Limited,Record Date,2020-12-03 17:02:15,2020-12-04 17:02:15,5.6,5.25,-6.249999999999994
3879,OMAXE,Omaxe Limited,Record Date,2020-12-02 23:50:41,2020-12-03 23:50:41,71.55,71.45,-0.13976240391333938
3880,ARIHANT,Arihant Foundations & Housing Limited,Record Date,2020-12-02 16:48:38,2020-12-03 16:48:38,0.0,0.0,0.0
3881,PIGL,Power & Instrumentation (Gujarat) Limited,Record Date,2020-12-01 18:40:18,2020-12-02 18:40:18,10.2,10.15,-0.49019607843136215
3882,INFIBEAM,Infibeam Avenues Limited,Record Date,2020-11-28 16:30:37,2020-11-29 16:30:37,35.88,35.41,-1.3099219620958917
3884,ANANTRAJ,Anant Raj Limited,Record Date,2020-11-27 19:01:09,2020-11-28 19:01:09,27.1,26.13,-3.5793357933579424
3885,SUPREMEENG,Supreme Engineering Limited,Record Date,2020-11-27 17:39:35,2020-11-28 17:39:35,2.255,2.275,0.8869179600886926
3887,AKG,Akg Exim Limited,Record Date,2020-11-25 18:20:31,2020-11-26 18:20:31,31.97,31.97,0.0
3889,EXCEL,Excel Realty N Infra Limited,Record Date,2020-11-24 18:38:41,2020-11-25 18:38:41,0.0867,0.0867,0.0
3890,RVNL,Rail Vikas Nigam Limited,Record Date,2020-11-20 18:35:25,2020-11-21 18:35:25,19.6,17.34,-11.530612244897966
3891,PRICOLLTD,Pricol Limited,Record Date,2020-11-19 17:02:32,2020-11-20 17:02:32,55.12,54.14,-1.7779390420899799
3892,TCS,Tata Consultancy Services Limited,Record Date,2020-11-18 22:07:35,2020-11-19 22:07:35,2637.0,2478.78,-5.999999999999992
3893,NATIONALUM,National Aluminium Company Limited,Record Date,2020-11-18 17:10:04,2020-11-19 17:10:04,35.35,30.3,-14.285714285714286
3894,WINSOME,Winsome Yarns Limited,Record Date,2020-11-18 15:42:39,2020-11-19 15:42:39,0.15,0.15,0.0
3895,WIPRO,Wipro Limited,Record Date,2020-11-18 15:35:12,2020-11-19 15:35:12,347.7,336.91,-3.1032499280989256
3898,GPPL,Gujarat Pipavav Port Limited,Record Date,2020-11-17 16:31:03,2020-11-18 16:31:03,91.6,74.36,-18.82096069868995
3899,STEELCITY,Steel City Securities Limited,Record Date,2020-11-13 18:39:32,2020-11-14 18:39:32,32.9,26.21,-20.334346504559264
3900,SHOPERSTOP,Shoppers Stop Limited,Record Date,2020-11-13 18:21:21,2020-11-14 18:21:21,178.27,178.51,0.13462725079933846
3902,NBCC,NBCC (India) Limited,Record Date,2020-11-12 18:11:53,2020-11-13 18:11:53,24.65,23.31,-5.436105476673428
3903,GOCLCORP,GOCL Corporation Limited,Record Date,2020-11-12 18:05:34,2020-11-13 18:05:34,192.0,185.29,-3.494791666666671
3904,TECHNOE,Techno Electric & Engineering Company Limited,Record Date,2020-11-12 17:32:36,2020-11-13 17:32:36,207.5,198.06,-4.549397590361445
3905,ATNINTER,ATN International Limited,Record Date,2020-11-12 15:52:12,2020-11-13 15:52:12,0.2,0.2,0.0
3907,PETRONET,Petronet LNG Limited,Record Date,2020-11-11 22:09:03,2020-11-12 22:09:03,242.15,203.44,-15.985959116250262
3908,BLUECHIP,Blue Chip India Limited,Record Date,2020-11-11 19:55:38,2020-11-12 19:55:38,0.25,0.25,0.0
3909,BLUECHIP,Blue Chip India Limited,Record Date,2020-11-11 19:49:13,2020-11-12 19:49:13,0.25,0.25,0.0
3910,SHK,S H Kelkar and Company Limited,Record Date,2020-11-11 19:15:06,2020-11-12 19:15:06,98.2,104.09,5.997963340122199
3911,AUROPHARMA,Aurobindo Pharma Limited,Record Date,2020-11-11 18:06:44,2020-11-12 18:06:44,814.5,830.86,2.0085942295887063
3916,AUSOMENT,Ausom Enterprise Limited,Record Date,2020-11-10 18:43:15,2020-11-11 18:43:15,78.9,70.36,-10.823827629911287
3917,MADHUCON,Madhucon Projects Limited,Record Date,2020-11-10 18:20:50,2020-11-11 18:20:50,2.85,2.85,0.0
3918,NMDC,NMDC Limited,Record Date,2020-11-10 18:14:42,2020-11-11 18:14:42,92.45,77.24,-16.452136289886436
3919,MAYURUNIQ,Mayur Uniquoters Ltd,Record Date,2020-11-10 16:23:43,2020-11-11 16:23:43,257.0,264.75,3.0155642023346303
3920,GOLDIAM,Goldiam International Limited,Record Date,2020-11-10 16:17:58,2020-11-11 16:17:58,31.01,26.42,-14.801676878426314
3922,HGS,Hinduja Global Solutions Limited,Record Date,2020-11-09 21:02:30,2020-11-10 21:02:30,378.0,315.71,-16.478835978835985
3923,POLYPLEX,Polyplex Corporation Limited,Record Date,2020-11-09 20:42:40,2020-11-10 20:42:40,778.9,620.32,-20.35948131980998
3924,LALPATHLAB,Dr. Lal Path Labs Ltd.,Record Date,2020-11-09 18:42:39,2020-11-10 18:42:39,2260.0,2109.46,-6.661061946902653
3925,AARTIIND,Aarti Industries Limited,Record Date,2020-11-09 17:48:20,2020-11-10 17:48:20,564.67,538.24,-4.680609913754928
3926,PTC,PTC India Limited,Record Date,2020-11-09 17:29:50,2020-11-10 17:29:50,51.9,46.36,-10.674373795761078
3927,TTKPRESTIG,TTK Prestige Limited,Record Date,2020-11-09 16:44:05,2020-11-10 16:44:05,599.79,554.32,-7.580986678670853
3930,DIGJAMLTD,Digjam Limited,Record Date,2020-11-07 18:40:08,2020-11-08 18:40:08,87.0871,84.0841,-3.4482719024976145
3932,LOTUSEYE,Lotus Eye Hospital and Institute Limited,Record Date,2020-11-06 18:49:59,2020-11-07 18:49:59,30.8,29.81,-3.2142857142857206
3933,SOLARA,Solara Active Pharma Sciences Limited,Record Date,2020-11-06 16:47:17,2020-11-07 16:47:17,1090.0,1076.64,-1.2256880733944862
3947,VIDHIING,Vidhi Specialty Food Ingredients Limited,Record Date,2020-11-05 19:43:37,2020-11-06 19:43:37,135.0,132.68,-1.7185185185185134
3948,CARERATING,CARE Ratings Limited,Record Date,2020-11-05 19:38:05,2020-11-06 19:38:05,400.0,387.66,-3.0849999999999937
3951,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Record Date,2020-11-04 15:49:05,2020-11-05 15:49:05,329.95,340.72,3.2641309289286373
3956,SHRIRAMCIT,Shriram City Union Finance Limited,Record Date,2020-11-03 22:55:03,2020-11-04 22:55:03,0.0,0.0,0.0
3957,SHRIRAMFIN,Shriram Finance Limited,Record Date,2020-11-03 22:14:40,2020-11-04 22:14:40,761.0,788.95,3.6727989487516486
3958,TIDEWATER,Tide Water Oil Company (India) Limited,Record Date,2020-11-03 18:56:27,2020-11-04 18:56:27,863.0,732.24,-15.151796060254926
3959,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,Record Date,2020-11-03 18:55:12,2020-11-04 18:55:12,23.0,20.44,-11.13043478260869
3960,KANSAINER,Kansai Nerolac Paints Limited,Record Date,2020-11-03 17:55:10,2020-11-04 17:55:10,343.0,334.01,-2.6209912536443176
3961,PRINCEPIPE,Prince Pipes And Fittings Limited,Record Date,2020-11-03 17:50:13,2020-11-04 17:50:13,241.0,236.77,-1.755186721991697
3962,AJANTPHARM,Ajanta Pharma Limited,Record Date,2020-11-03 16:58:31,2020-11-04 16:58:31,1085.97,1058.86,-2.4963857196791923
3963,LTFOODS,LT Foods Limited,Record Date,2020-11-03 16:53:00,2020-11-04 16:53:00,0.0,0.0,0.0
3964,BALKRISIND,Balkrishna Industries Limited,Record Date,2020-11-03 16:10:35,2020-11-04 16:10:35,1351.0,1350.28,-0.05329385640266671
3965,SUULD,Suumaya Industries Limited,Record Date,2020-11-03 16:00:32,2020-11-04 16:00:32,55.0,48.83,-11.218181818181822
3967,AURUM,Aurum PropTech Limited,Record Date,2020-11-03 07:40:59,2020-11-03 07:40:59,916.25,924.1,0.856753069577083
3968,SHRIRAMCIT,Shriram City Union Finance Limited,Record Date,2020-11-02 19:10:14,2020-11-03 19:10:14,0.0,0.0,0.0
3969,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Record Date,2020-11-02 16:48:29,2020-11-03 16:48:29,159.0,154.91,-2.5723270440251595
3970,NTPC,NTPC Limited,Record Date,2020-11-02 15:54:57,2020-11-03 15:54:57,91.45,76.8,-16.019682886823404
3971,KSCL,Kaveri Seed Company Limited,Record Date,2020-11-02 15:38:41,2020-11-03 15:38:41,477.0,494.18,3.6016771488469614
3972,NACLIND,NACL Industries Limited,Record Date,2020-11-01 15:17:16,2020-11-02 15:17:16,36.85,36.2,-1.7639077340569838
3973,DEEPENR,DEEP ENERGY RESOURCES LIMITED,Record Date,2020-10-31 16:35:14,2020-11-01 16:35:14,38.65,38.65,0.0
